,Rank ,Country,Risk_Level,Year,Extremely-high,High,Low,Low-medium,Medium-high,origin_abb,origin_numeric,destination_numeric,destination_abb
116,1,Qatar,Extremely-high,2016,1,0,0,0,0,QAT,634,634,QAT
117,1,Qatar,Extremely-high,2017,1,0,0,0,0,QAT,634,634,QAT
118,1,Qatar,Extremely-high,2018,1,0,0,0,0,QAT,634,634,QAT
119,1,Qatar,Extremely-high,2019,1,0,0,0,0,QAT,634,634,QAT
120,2,Lebanon,Extremely-high,1900,1,0,0,0,0,LBN,422,422,LBN
121,2,Lebanon,Extremely-high,1901,1,0,0,0,0,LBN,422,422,LBN
122,2,Lebanon,Extremely-high,1902,1,0,0,0,0,LBN,422,422,LBN
123,2,Lebanon,Extremely-high,1903,1,0,0,0,0,LBN,422,422,LBN
124,2,Lebanon,Extremely-high,1904,1,0,0,0,0,LBN,422,422,LBN
125,2,Lebanon,Extremely-high,1905,1,0,0,0,0,LBN,422,422,LBN
126,2,Lebanon,Extremely-high,1906,1,0,0,0,0,LBN,422,422,LBN
127,2,Lebanon,Extremely-high,1907,1,0,0,0,0,LBN,422,422,LBN
128,2,Lebanon,Extremely-high,1908,1,0,0,0,0,LBN,422,422,LBN
129,2,Lebanon,Extremely-high,1909,1,0,0,0,0,LBN,422,422,LBN
130,2,Lebanon,Extremely-high,1910,1,0,0,0,0,LBN,422,422,LBN
131,2,Lebanon,Extremely-high,1911,1,0,0,0,0,LBN,422,422,LBN
132,2,Lebanon,Extremely-high,1912,1,0,0,0,0,LBN,422,422,LBN
133,2,Lebanon,Extremely-high,1913,1,0,0,0,0,LBN,422,422,LBN
134,2,Lebanon,Extremely-high,1914,1,0,0,0,0,LBN,422,422,LBN
135,2,Lebanon,Extremely-high,1915,1,0,0,0,0,LBN,422,422,LBN
136,2,Lebanon,Extremely-high,1916,1,0,0,0,0,LBN,422,422,LBN
137,2,Lebanon,Extremely-high,1917,1,0,0,0,0,LBN,422,422,LBN
138,2,Lebanon,Extremely-high,1918,1,0,0,0,0,LBN,422,422,LBN
139,2,Lebanon,Extremely-high,1919,1,0,0,0,0,LBN,422,422,LBN
140,2,Lebanon,Extremely-high,1920,1,0,0,0,0,LBN,422,422,LBN
141,2,Lebanon,Extremely-high,1921,1,0,0,0,0,LBN,422,422,LBN
142,2,Lebanon,Extremely-high,1922,1,0,0,0,0,LBN,422,422,LBN
143,2,Lebanon,Extremely-high,1923,1,0,0,0,0,LBN,422,422,LBN
144,2,Lebanon,Extremely-high,1924,1,0,0,0,0,LBN,422,422,LBN
145,2,Lebanon,Extremely-high,1925,1,0,0,0,0,LBN,422,422,LBN
146,2,Lebanon,Extremely-high,1926,1,0,0,0,0,LBN,422,422,LBN
147,2,Lebanon,Extremely-high,1927,1,0,0,0,0,LBN,422,422,LBN
148,2,Lebanon,Extremely-high,1928,1,0,0,0,0,LBN,422,422,LBN
149,2,Lebanon,Extremely-high,1929,1,0,0,0,0,LBN,422,422,LBN
150,2,Lebanon,Extremely-high,1930,1,0,0,0,0,LBN,422,422,LBN
151,2,Lebanon,Extremely-high,1931,1,0,0,0,0,LBN,422,422,LBN
152,2,Lebanon,Extremely-high,1932,1,0,0,0,0,LBN,422,422,LBN
153,2,Lebanon,Extremely-high,1933,1,0,0,0,0,LBN,422,422,LBN
154,2,Lebanon,Extremely-high,1934,1,0,0,0,0,LBN,422,422,LBN
155,2,Lebanon,Extremely-high,1935,1,0,0,0,0,LBN,422,422,LBN
156,2,Lebanon,Extremely-high,1936,1,0,0,0,0,LBN,422,422,LBN
157,2,Lebanon,Extremely-high,1937,1,0,0,0,0,LBN,422,422,LBN
158,2,Lebanon,Extremely-high,1938,1,0,0,0,0,LBN,422,422,LBN
159,2,Lebanon,Extremely-high,1939,1,0,0,0,0,LBN,422,422,LBN
160,2,Lebanon,Extremely-high,1940,1,0,0,0,0,LBN,422,422,LBN
161,2,Lebanon,Extremely-high,1941,1,0,0,0,0,LBN,422,422,LBN
162,2,Lebanon,Extremely-high,1942,1,0,0,0,0,LBN,422,422,LBN
163,2,Lebanon,Extremely-high,1943,1,0,0,0,0,LBN,422,422,LBN
164,2,Lebanon,Extremely-high,1944,1,0,0,0,0,LBN,422,422,LBN
165,2,Lebanon,Extremely-high,1945,1,0,0,0,0,LBN,422,422,LBN
166,2,Lebanon,Extremely-high,1946,1,0,0,0,0,LBN,422,422,LBN
167,2,Lebanon,Extremely-high,1947,1,0,0,0,0,LBN,422,422,LBN
168,2,Lebanon,Extremely-high,1948,1,0,0,0,0,LBN,422,422,LBN
169,2,Lebanon,Extremely-high,1949,1,0,0,0,0,LBN,422,422,LBN
170,2,Lebanon,Extremely-high,1950,1,0,0,0,0,LBN,422,422,LBN
171,2,Lebanon,Extremely-high,1951,1,0,0,0,0,LBN,422,422,LBN
172,2,Lebanon,Extremely-high,1952,1,0,0,0,0,LBN,422,422,LBN
173,2,Lebanon,Extremely-high,1953,1,0,0,0,0,LBN,422,422,LBN
174,2,Lebanon,Extremely-high,1954,1,0,0,0,0,LBN,422,422,LBN
175,2,Lebanon,Extremely-high,1955,1,0,0,0,0,LBN,422,422,LBN
176,2,Lebanon,Extremely-high,1956,1,0,0,0,0,LBN,422,422,LBN
177,2,Lebanon,Extremely-high,1957,1,0,0,0,0,LBN,422,422,LBN
178,2,Lebanon,Extremely-high,1958,1,0,0,0,0,LBN,422,422,LBN
179,2,Lebanon,Extremely-high,1959,1,0,0,0,0,LBN,422,422,LBN
180,2,Lebanon,Extremely-high,1960,1,0,0,0,0,LBN,422,422,LBN
181,2,Lebanon,Extremely-high,1961,1,0,0,0,0,LBN,422,422,LBN
182,2,Lebanon,Extremely-high,1962,1,0,0,0,0,LBN,422,422,LBN
183,2,Lebanon,Extremely-high,1963,1,0,0,0,0,LBN,422,422,LBN
184,2,Lebanon,Extremely-high,1964,1,0,0,0,0,LBN,422,422,LBN
185,2,Lebanon,Extremely-high,1965,1,0,0,0,0,LBN,422,422,LBN
186,2,Lebanon,Extremely-high,1966,1,0,0,0,0,LBN,422,422,LBN
187,2,Lebanon,Extremely-high,1967,1,0,0,0,0,LBN,422,422,LBN
188,2,Lebanon,Extremely-high,1968,1,0,0,0,0,LBN,422,422,LBN
189,2,Lebanon,Extremely-high,1969,1,0,0,0,0,LBN,422,422,LBN
190,2,Lebanon,Extremely-high,1970,1,0,0,0,0,LBN,422,422,LBN
191,2,Lebanon,Extremely-high,1971,1,0,0,0,0,LBN,422,422,LBN
192,2,Lebanon,Extremely-high,1972,1,0,0,0,0,LBN,422,422,LBN
193,2,Lebanon,Extremely-high,1973,1,0,0,0,0,LBN,422,422,LBN
194,2,Lebanon,Extremely-high,1974,1,0,0,0,0,LBN,422,422,LBN
195,2,Lebanon,Extremely-high,1975,1,0,0,0,0,LBN,422,422,LBN
196,2,Lebanon,Extremely-high,1976,1,0,0,0,0,LBN,422,422,LBN
197,2,Lebanon,Extremely-high,1977,1,0,0,0,0,LBN,422,422,LBN
198,2,Lebanon,Extremely-high,1978,1,0,0,0,0,LBN,422,422,LBN
199,2,Lebanon,Extremely-high,1979,1,0,0,0,0,LBN,422,422,LBN
200,2,Lebanon,Extremely-high,1980,1,0,0,0,0,LBN,422,422,LBN
201,2,Lebanon,Extremely-high,1981,1,0,0,0,0,LBN,422,422,LBN
202,2,Lebanon,Extremely-high,1982,1,0,0,0,0,LBN,422,422,LBN
203,2,Lebanon,Extremely-high,1983,1,0,0,0,0,LBN,422,422,LBN
204,2,Lebanon,Extremely-high,1984,1,0,0,0,0,LBN,422,422,LBN
205,2,Lebanon,Extremely-high,1985,1,0,0,0,0,LBN,422,422,LBN
206,2,Lebanon,Extremely-high,1986,1,0,0,0,0,LBN,422,422,LBN
207,2,Lebanon,Extremely-high,1987,1,0,0,0,0,LBN,422,422,LBN
208,2,Lebanon,Extremely-high,1988,1,0,0,0,0,LBN,422,422,LBN
209,2,Lebanon,Extremely-high,1989,1,0,0,0,0,LBN,422,422,LBN
210,2,Lebanon,Extremely-high,1990,1,0,0,0,0,LBN,422,422,LBN
211,2,Lebanon,Extremely-high,1991,1,0,0,0,0,LBN,422,422,LBN
212,2,Lebanon,Extremely-high,1992,1,0,0,0,0,LBN,422,422,LBN
213,2,Lebanon,Extremely-high,1993,1,0,0,0,0,LBN,422,422,LBN
214,2,Lebanon,Extremely-high,1994,1,0,0,0,0,LBN,422,422,LBN
215,2,Lebanon,Extremely-high,1995,1,0,0,0,0,LBN,422,422,LBN
216,2,Lebanon,Extremely-high,1996,1,0,0,0,0,LBN,422,422,LBN
217,2,Lebanon,Extremely-high,1997,1,0,0,0,0,LBN,422,422,LBN
218,2,Lebanon,Extremely-high,1998,1,0,0,0,0,LBN,422,422,LBN
219,2,Lebanon,Extremely-high,1999,1,0,0,0,0,LBN,422,422,LBN
220,2,Lebanon,Extremely-high,2000,1,0,0,0,0,LBN,422,422,LBN
221,2,Lebanon,Extremely-high,2001,1,0,0,0,0,LBN,422,422,LBN
222,2,Lebanon,Extremely-high,2002,1,0,0,0,0,LBN,422,422,LBN
223,2,Lebanon,Extremely-high,2003,1,0,0,0,0,LBN,422,422,LBN
224,2,Lebanon,Extremely-high,2004,1,0,0,0,0,LBN,422,422,LBN
225,2,Lebanon,Extremely-high,2005,1,0,0,0,0,LBN,422,422,LBN
226,2,Lebanon,Extremely-high,2006,1,0,0,0,0,LBN,422,422,LBN
227,2,Lebanon,Extremely-high,2007,1,0,0,0,0,LBN,422,422,LBN
228,2,Lebanon,Extremely-high,2008,1,0,0,0,0,LBN,422,422,LBN
229,2,Lebanon,Extremely-high,2009,1,0,0,0,0,LBN,422,422,LBN
230,2,Lebanon,Extremely-high,2010,1,0,0,0,0,LBN,422,422,LBN
231,2,Lebanon,Extremely-high,2011,1,0,0,0,0,LBN,422,422,LBN
232,2,Lebanon,Extremely-high,2012,1,0,0,0,0,LBN,422,422,LBN
233,2,Lebanon,Extremely-high,2013,1,0,0,0,0,LBN,422,422,LBN
234,2,Lebanon,Extremely-high,2014,1,0,0,0,0,LBN,422,422,LBN
235,2,Lebanon,Extremely-high,2015,1,0,0,0,0,LBN,422,422,LBN
236,2,Lebanon,Extremely-high,2016,1,0,0,0,0,LBN,422,422,LBN
237,2,Lebanon,Extremely-high,2017,1,0,0,0,0,LBN,422,422,LBN
238,2,Lebanon,Extremely-high,2018,1,0,0,0,0,LBN,422,422,LBN
239,2,Lebanon,Extremely-high,2019,1,0,0,0,0,LBN,422,422,LBN
240,3,Israel,Extremely-high,1900,1,0,0,0,0,ISR,376,376,ISR
241,3,Israel,Extremely-high,1901,1,0,0,0,0,ISR,376,376,ISR
242,3,Israel,Extremely-high,1902,1,0,0,0,0,ISR,376,376,ISR
243,3,Israel,Extremely-high,1903,1,0,0,0,0,ISR,376,376,ISR
244,3,Israel,Extremely-high,1904,1,0,0,0,0,ISR,376,376,ISR
245,3,Israel,Extremely-high,1905,1,0,0,0,0,ISR,376,376,ISR
246,3,Israel,Extremely-high,1906,1,0,0,0,0,ISR,376,376,ISR
247,3,Israel,Extremely-high,1907,1,0,0,0,0,ISR,376,376,ISR
248,3,Israel,Extremely-high,1908,1,0,0,0,0,ISR,376,376,ISR
249,3,Israel,Extremely-high,1909,1,0,0,0,0,ISR,376,376,ISR
250,3,Israel,Extremely-high,1910,1,0,0,0,0,ISR,376,376,ISR
251,3,Israel,Extremely-high,1911,1,0,0,0,0,ISR,376,376,ISR
252,3,Israel,Extremely-high,1912,1,0,0,0,0,ISR,376,376,ISR
253,3,Israel,Extremely-high,1913,1,0,0,0,0,ISR,376,376,ISR
254,3,Israel,Extremely-high,1914,1,0,0,0,0,ISR,376,376,ISR
255,3,Israel,Extremely-high,1915,1,0,0,0,0,ISR,376,376,ISR
256,3,Israel,Extremely-high,1916,1,0,0,0,0,ISR,376,376,ISR
257,3,Israel,Extremely-high,1917,1,0,0,0,0,ISR,376,376,ISR
258,3,Israel,Extremely-high,1918,1,0,0,0,0,ISR,376,376,ISR
259,3,Israel,Extremely-high,1919,1,0,0,0,0,ISR,376,376,ISR
260,3,Israel,Extremely-high,1920,1,0,0,0,0,ISR,376,376,ISR
261,3,Israel,Extremely-high,1921,1,0,0,0,0,ISR,376,376,ISR
262,3,Israel,Extremely-high,1922,1,0,0,0,0,ISR,376,376,ISR
263,3,Israel,Extremely-high,1923,1,0,0,0,0,ISR,376,376,ISR
264,3,Israel,Extremely-high,1924,1,0,0,0,0,ISR,376,376,ISR
265,3,Israel,Extremely-high,1925,1,0,0,0,0,ISR,376,376,ISR
266,3,Israel,Extremely-high,1926,1,0,0,0,0,ISR,376,376,ISR
267,3,Israel,Extremely-high,1927,1,0,0,0,0,ISR,376,376,ISR
268,3,Israel,Extremely-high,1928,1,0,0,0,0,ISR,376,376,ISR
269,3,Israel,Extremely-high,1929,1,0,0,0,0,ISR,376,376,ISR
270,3,Israel,Extremely-high,1930,1,0,0,0,0,ISR,376,376,ISR
271,3,Israel,Extremely-high,1931,1,0,0,0,0,ISR,376,376,ISR
272,3,Israel,Extremely-high,1932,1,0,0,0,0,ISR,376,376,ISR
273,3,Israel,Extremely-high,1933,1,0,0,0,0,ISR,376,376,ISR
274,3,Israel,Extremely-high,1934,1,0,0,0,0,ISR,376,376,ISR
275,3,Israel,Extremely-high,1935,1,0,0,0,0,ISR,376,376,ISR
276,3,Israel,Extremely-high,1936,1,0,0,0,0,ISR,376,376,ISR
277,3,Israel,Extremely-high,1937,1,0,0,0,0,ISR,376,376,ISR
278,3,Israel,Extremely-high,1938,1,0,0,0,0,ISR,376,376,ISR
279,3,Israel,Extremely-high,1939,1,0,0,0,0,ISR,376,376,ISR
280,3,Israel,Extremely-high,1940,1,0,0,0,0,ISR,376,376,ISR
281,3,Israel,Extremely-high,1941,1,0,0,0,0,ISR,376,376,ISR
282,3,Israel,Extremely-high,1942,1,0,0,0,0,ISR,376,376,ISR
283,3,Israel,Extremely-high,1943,1,0,0,0,0,ISR,376,376,ISR
284,3,Israel,Extremely-high,1944,1,0,0,0,0,ISR,376,376,ISR
285,3,Israel,Extremely-high,1945,1,0,0,0,0,ISR,376,376,ISR
286,3,Israel,Extremely-high,1946,1,0,0,0,0,ISR,376,376,ISR
287,3,Israel,Extremely-high,1947,1,0,0,0,0,ISR,376,376,ISR
288,3,Israel,Extremely-high,1948,1,0,0,0,0,ISR,376,376,ISR
289,3,Israel,Extremely-high,1949,1,0,0,0,0,ISR,376,376,ISR
290,3,Israel,Extremely-high,1950,1,0,0,0,0,ISR,376,376,ISR
291,3,Israel,Extremely-high,1951,1,0,0,0,0,ISR,376,376,ISR
292,3,Israel,Extremely-high,1952,1,0,0,0,0,ISR,376,376,ISR
293,3,Israel,Extremely-high,1953,1,0,0,0,0,ISR,376,376,ISR
294,3,Israel,Extremely-high,1954,1,0,0,0,0,ISR,376,376,ISR
295,3,Israel,Extremely-high,1955,1,0,0,0,0,ISR,376,376,ISR
296,3,Israel,Extremely-high,1956,1,0,0,0,0,ISR,376,376,ISR
297,3,Israel,Extremely-high,1957,1,0,0,0,0,ISR,376,376,ISR
298,3,Israel,Extremely-high,1958,1,0,0,0,0,ISR,376,376,ISR
299,3,Israel,Extremely-high,1959,1,0,0,0,0,ISR,376,376,ISR
300,3,Israel,Extremely-high,1960,1,0,0,0,0,ISR,376,376,ISR
301,3,Israel,Extremely-high,1961,1,0,0,0,0,ISR,376,376,ISR
302,3,Israel,Extremely-high,1962,1,0,0,0,0,ISR,376,376,ISR
303,3,Israel,Extremely-high,1963,1,0,0,0,0,ISR,376,376,ISR
304,3,Israel,Extremely-high,1964,1,0,0,0,0,ISR,376,376,ISR
305,3,Israel,Extremely-high,1965,1,0,0,0,0,ISR,376,376,ISR
306,3,Israel,Extremely-high,1966,1,0,0,0,0,ISR,376,376,ISR
307,3,Israel,Extremely-high,1967,1,0,0,0,0,ISR,376,376,ISR
308,3,Israel,Extremely-high,1968,1,0,0,0,0,ISR,376,376,ISR
309,3,Israel,Extremely-high,1969,1,0,0,0,0,ISR,376,376,ISR
310,3,Israel,Extremely-high,1970,1,0,0,0,0,ISR,376,376,ISR
311,3,Israel,Extremely-high,1971,1,0,0,0,0,ISR,376,376,ISR
312,3,Israel,Extremely-high,1972,1,0,0,0,0,ISR,376,376,ISR
313,3,Israel,Extremely-high,1973,1,0,0,0,0,ISR,376,376,ISR
314,3,Israel,Extremely-high,1974,1,0,0,0,0,ISR,376,376,ISR
315,3,Israel,Extremely-high,1975,1,0,0,0,0,ISR,376,376,ISR
316,3,Israel,Extremely-high,1976,1,0,0,0,0,ISR,376,376,ISR
317,3,Israel,Extremely-high,1977,1,0,0,0,0,ISR,376,376,ISR
318,3,Israel,Extremely-high,1978,1,0,0,0,0,ISR,376,376,ISR
319,3,Israel,Extremely-high,1979,1,0,0,0,0,ISR,376,376,ISR
320,3,Israel,Extremely-high,1980,1,0,0,0,0,ISR,376,376,ISR
321,3,Israel,Extremely-high,1981,1,0,0,0,0,ISR,376,376,ISR
322,3,Israel,Extremely-high,1982,1,0,0,0,0,ISR,376,376,ISR
323,3,Israel,Extremely-high,1983,1,0,0,0,0,ISR,376,376,ISR
324,3,Israel,Extremely-high,1984,1,0,0,0,0,ISR,376,376,ISR
325,3,Israel,Extremely-high,1985,1,0,0,0,0,ISR,376,376,ISR
326,3,Israel,Extremely-high,1986,1,0,0,0,0,ISR,376,376,ISR
327,3,Israel,Extremely-high,1987,1,0,0,0,0,ISR,376,376,ISR
328,3,Israel,Extremely-high,1988,1,0,0,0,0,ISR,376,376,ISR
329,3,Israel,Extremely-high,1989,1,0,0,0,0,ISR,376,376,ISR
330,3,Israel,Extremely-high,1990,1,0,0,0,0,ISR,376,376,ISR
331,3,Israel,Extremely-high,1991,1,0,0,0,0,ISR,376,376,ISR
332,3,Israel,Extremely-high,1992,1,0,0,0,0,ISR,376,376,ISR
333,3,Israel,Extremely-high,1993,1,0,0,0,0,ISR,376,376,ISR
334,3,Israel,Extremely-high,1994,1,0,0,0,0,ISR,376,376,ISR
335,3,Israel,Extremely-high,1995,1,0,0,0,0,ISR,376,376,ISR
336,3,Israel,Extremely-high,1996,1,0,0,0,0,ISR,376,376,ISR
